Job Title,Company Name,Location,Experience,Salary
AI Engineer,NeuralNet Systems,Mumbai,3-5 years,₹3-5 LPA
Business Analyst,DataSoft,Mumbai,0-1 years,₹4-6 LPA
React Developer,Reactify,Bangalore,1-2 years,₹6-10 LPA
Data Analyst,Visionary Apps,Hyderabad,5-7 years,₹20-30 LPA
DevOps Engineer,Visionary Apps,Delhi,3-5 years,₹6-10 LPA
AI Engineer,Innova Labs,Mumbai,2-4 years,₹6-10 LPA
AI Engineer,Visionary Apps,Delhi,7-10 years,₹6-10 LPA
Backend Engineer,TechCorp,Remote,0-1 years,₹4-6 LPA
Data Analyst,CloudWorks,Bangalore,0-1 years,₹10-15 LPA
Data Scientist,DataSoft,Mumbai,3-5 years,₹3-5 LPA
Project Manager,Innova Labs,Delhi,0-1 years,₹20-30 LPA
Data Scientist,ABC Tech,Mumbai,7-10 years,₹10-15 LPA
Backend Engineer,Visionary Apps,Bangalore,0-1 years,₹4-6 LPA
Data Scientist,Bright Future Pvt Ltd,Bangalore,0-1 years,₹3-5 LPA
Frontend Developer,TechVerse,Bangalore,4-6 years,₹8-12 LPA
Java Developer,Visionary Apps,Chennai,7-10 years,₹8-12 LPA
Data Analyst,Bright Future Pvt Ltd,Chennai,1-2 years,₹8-12 LPA
Full Stack Developer,Innova Labs,Hyderabad,4-6 years,₹15-20 LPA
Backend Engineer,CloudWorks,Hyderabad,2-4 years,₹15-20 LPA
Data Scientist,ABC Tech,Pune,5-7 years,₹3-5 LPA
AI Engineer,DataSoft,Pune,5-7 years,₹6-10 LPA
Full Stack Developer,CodeCrafters,Mumbai,1-2 years,₹20-30 LPA
Full Stack Developer,AlgoGenie,Mumbai,3-5 years,₹4-6 LPA
Project Manager,Web Solutions,Mumbai,0-1 years,₹15-20 LPA
Java Developer,Reactify,Delhi,1-2 years,₹8-12 LPA
UI/UX Designer,CloudWorks,Bangalore,3-5 years,₹15-20 LPA
Data Scientist,Web Solutions,Remote,1-2 years,₹3-5 LPA
Backend Engineer,Web Solutions,Remote,1-2 years,₹4-6 LPA
Full Stack Developer,Innova Labs,Delhi,4-6 years,₹20-30 LPA
Python Developer,NextGen AI,Delhi,4-6 years,₹8-12 LPA
UI/UX Designer,CloudWorks,Chennai,4-6 years,₹10-15 LPA
Cloud Architect,CloudWorks,Delhi,4-6 years,₹15-20 LPA
Machine Learning Engineer,Innova Labs,Pune,5-7 years,₹5-8 LPA
Full Stack Developer,Bright Future Pvt Ltd,Delhi,1-2 years,₹15-20 LPA
UI/UX Designer,Web Solutions,Hyderabad,0-1 years,₹4-6 LPA
Data Analyst,AlgoGenie,Mumbai,5-7 years,₹4-6 LPA
Data Analyst,Innova Labs,Hyderabad,3-5 years,₹6-10 LPA
React Developer,Bright Future Pvt Ltd,Delhi,4-6 years,₹4-6 LPA
Java Developer,Bright Future Pvt Ltd,Chennai,0-1 years,₹8-12 LPA
Software Tester,Reactify,Chennai,1-2 years,₹20-30 LPA
Data Analyst,AlgoGenie,Delhi,3-5 years,₹5-8 LPA
Java Developer,Bright Future Pvt Ltd,Mumbai,2-4 years,₹4-6 LPA
Java Developer,Visionary Apps,Mumbai,4-6 years,₹4-6 LPA
Software Tester,TechVerse,Pune,7-10 years,₹6-10 LPA
Frontend Developer,XYZ Analytics,Bangalore,3-5 years,₹5-8 LPA
Python Developer,ABC Tech,Chennai,3-5 years,₹5-8 LPA
DevOps Engineer,Innova Labs,Chennai,2-4 years,₹4-6 LPA
Data Scientist,Bright Future Pvt Ltd,Hyderabad,1-2 years,₹5-8 LPA
Backend Engineer,Visionary Apps,Hyderabad,2-4 years,₹5-8 LPA
Data Analyst,NeuralNet Systems,Delhi,3-5 years,₹4-6 LPA
Backend Engineer,Innova Labs,Remote,0-1 years,₹4-6 LPA
Full Stack Developer,NeuralNet Systems,Pune,2-4 years,₹10-15 LPA
Frontend Developer,NeuralNet Systems,Mumbai,0-1 years,₹20-30 LPA
Python Developer,Web Solutions,Delhi,2-4 years,₹8-12 LPA
Business Analyst,NextGen AI,Remote,2-4 years,₹15-20 LPA
Backend Engineer,CloudWorks,Bangalore,5-7 years,₹5-8 LPA
AI Engineer,Visionary Apps,Pune,1-2 years,₹15-20 LPA
Data Scientist,CloudWorks,Mumbai,3-5 years,₹8-12 LPA
Python Developer,TechCorp,Delhi,0-1 years,₹4-6 LPA
Frontend Developer,CodeCrafters,Mumbai,5-7 years,₹15-20 LPA
Software Tester,XYZ Analytics,Pune,4-6 years,₹6-10 LPA
Data Analyst,Reactify,Hyderabad,4-6 years,₹5-8 LPA
Machine Learning Engineer,Reactify,Mumbai,5-7 years,₹10-15 LPA
Business Analyst,Innova Labs,Pune,3-5 years,₹3-5 LPA
Backend Engineer,Bright Future Pvt Ltd,Mumbai,7-10 years,₹3-5 LPA
Frontend Developer,NextGen AI,Delhi,4-6 years,₹15-20 LPA
Cloud Architect,XYZ Analytics,Mumbai,3-5 years,₹20-30 LPA
UI/UX Designer,TechCorp,Delhi,7-10 years,₹8-12 LPA
DevOps Engineer,XYZ Analytics,Mumbai,4-6 years,₹8-12 LPA
Data Analyst,Web Solutions,Chennai,7-10 years,₹3-5 LPA
React Developer,Visionary Apps,Delhi,7-10 years,₹8-12 LPA
Full Stack Developer,TechCorp,Delhi,5-7 years,₹10-15 LPA
UI/UX Designer,Bright Future Pvt Ltd,Remote,2-4 years,₹6-10 LPA
UI/UX Designer,NextGen AI,Chennai,4-6 years,₹15-20 LPA
Machine Learning Engineer,TechVerse,Chennai,5-7 years,₹6-10 LPA
DevOps Engineer,XYZ Analytics,Delhi,4-6 years,₹5-8 LPA
AI Engineer,Innova Labs,Mumbai,7-10 years,₹15-20 LPA
Python Developer,Web Solutions,Hyderabad,5-7 years,₹6-10 LPA
Machine Learning Engineer,DataSoft,Remote,2-4 years,₹5-8 LPA
Software Tester,TechVerse,Mumbai,2-4 years,₹8-12 LPA
Project Manager,NeuralNet Systems,Remote,3-5 years,₹3-5 LPA
Data Analyst,TechVerse,Pune,5-7 years,₹3-5 LPA
AI Engineer,TechCorp,Bangalore,7-10 years,₹4-6 LPA
React Developer,Reactify,Remote,2-4 years,₹3-5 LPA
Data Scientist,AlgoGenie,Bangalore,4-6 years,₹10-15 LPA
Software Tester,Visionary Apps,Chennai,7-10 years,₹4-6 LPA
Frontend Developer,CloudWorks,Remote,3-5 years,₹3-5 LPA
Python Developer,NextGen AI,Delhi,1-2 years,₹5-8 LPA
Full Stack Developer,Innova Labs,Hyderabad,3-5 years,₹8-12 LPA
Project Manager,Bright Future Pvt Ltd,Bangalore,7-10 years,₹8-12 LPA
Python Developer,ABC Tech,Hyderabad,3-5 years,₹4-6 LPA
AI Engineer,CloudWorks,Pune,7-10 years,₹4-6 LPA
Python Developer,Visionary Apps,Pune,2-4 years,₹5-8 LPA
Data Analyst,TechVerse,Pune,0-1 years,₹8-12 LPA
Data Scientist,Web Solutions,Remote,2-4 years,₹10-15 LPA
Java Developer,CloudWorks,Remote,0-1 years,₹6-10 LPA
Cloud Architect,CloudWorks,Bangalore,3-5 years,₹3-5 LPA
Python Developer,DataSoft,Delhi,0-1 years,₹20-30 LPA
UI/UX Designer,NeuralNet Systems,Pune,3-5 years,₹6-10 LPA
Cloud Architect,Visionary Apps,Mumbai,7-10 years,₹4-6 LPA
Machine Learning Engineer,TechCorp,Hyderabad,2-4 years,₹3-5 LPA
Backend Engineer,Reactify,Chennai,4-6 years,₹5-8 LPA
UI/UX Designer,AlgoGenie,Hyderabad,7-10 years,₹3-5 LPA
AI Engineer,CloudWorks,Remote,5-7 years,₹5-8 LPA
Software Tester,Bright Future Pvt Ltd,Remote,0-1 years,₹8-12 LPA
Software Tester,XYZ Analytics,Hyderabad,0-1 years,₹3-5 LPA
Software Tester,NeuralNet Systems,Chennai,4-6 years,₹6-10 LPA
Data Scientist,CloudWorks,Pune,7-10 years,₹6-10 LPA
Data Scientist,Visionary Apps,Remote,5-7 years,₹8-12 LPA
Cloud Architect,ABC Tech,Remote,5-7 years,₹8-12 LPA
Business Analyst,Reactify,Pune,5-7 years,₹3-5 LPA
Business Analyst,AlgoGenie,Hyderabad,1-2 years,₹20-30 LPA
Full Stack Developer,TechCorp,Chennai,5-7 years,₹8-12 LPA
UI/UX Designer,Innova Labs,Chennai,5-7 years,₹5-8 LPA
Data Scientist,AlgoGenie,Bangalore,3-5 years,₹5-8 LPA
Cloud Architect,Bright Future Pvt Ltd,Pune,2-4 years,₹8-12 LPA
Software Tester,Web Solutions,Delhi,2-4 years,₹8-12 LPA
UI/UX Designer,CloudWorks,Delhi,7-10 years,₹3-5 LPA
Business Analyst,Web Solutions,Mumbai,5-7 years,₹15-20 LPA
Data Scientist,TechVerse,Mumbai,7-10 years,₹6-10 LPA
DevOps Engineer,CloudWorks,Remote,4-6 years,₹3-5 LPA
DevOps Engineer,Innova Labs,Hyderabad,0-1 years,₹20-30 LPA
Business Analyst,Bright Future Pvt Ltd,Remote,4-6 years,₹10-15 LPA
Business Analyst,Web Solutions,Hyderabad,1-2 years,₹3-5 LPA
React Developer,TechVerse,Hyderabad,2-4 years,₹5-8 LPA
Cloud Architect,TechCorp,Bangalore,4-6 years,₹4-6 LPA
Machine Learning Engineer,Web Solutions,Hyderabad,7-10 years,₹20-30 LPA
Full Stack Developer,DataSoft,Chennai,0-1 years,₹4-6 LPA
Python Developer,Web Solutions,Chennai,1-2 years,₹3-5 LPA
Data Scientist,Innova Labs,Bangalore,2-4 years,₹20-30 LPA
Full Stack Developer,ABC Tech,Chennai,7-10 years,₹15-20 LPA
Python Developer,CloudWorks,Mumbai,0-1 years,₹15-20 LPA
Project Manager,TechVerse,Remote,0-1 years,₹5-8 LPA
Machine Learning Engineer,NextGen AI,Bangalore,2-4 years,₹5-8 LPA
Software Tester,Innova Labs,Mumbai,2-4 years,₹3-5 LPA
Python Developer,NextGen AI,Chennai,7-10 years,₹10-15 LPA
Data Scientist,XYZ Analytics,Pune,3-5 years,₹8-12 LPA
Java Developer,TechVerse,Pune,3-5 years,₹3-5 LPA
Data Analyst,XYZ Analytics,Chennai,2-4 years,₹15-20 LPA
Data Scientist,TechVerse,Hyderabad,0-1 years,₹15-20 LPA
Frontend Developer,NeuralNet Systems,Bangalore,4-6 years,₹10-15 LPA
Data Scientist,DataSoft,Chennai,4-6 years,₹4-6 LPA
Python Developer,TechCorp,Mumbai,4-6 years,₹10-15 LPA
Software Tester,NextGen AI,Hyderabad,5-7 years,₹3-5 LPA
DevOps Engineer,Bright Future Pvt Ltd,Hyderabad,7-10 years,₹10-15 LPA
DevOps Engineer,NextGen AI,Hyderabad,4-6 years,₹15-20 LPA
Python Developer,Bright Future Pvt Ltd,Remote,3-5 years,₹8-12 LPA
Software Tester,Innova Labs,Delhi,3-5 years,₹8-12 LPA
Business Analyst,ABC Tech,Remote,5-7 years,₹5-8 LPA
Software Tester,Reactify,Chennai,3-5 years,₹3-5 LPA
Machine Learning Engineer,TechCorp,Delhi,2-4 years,₹10-15 LPA
Data Analyst,Reactify,Bangalore,2-4 years,₹8-12 LPA
Frontend Developer,NeuralNet Systems,Mumbai,3-5 years,₹8-12 LPA
UI/UX Designer,Visionary Apps,Chennai,0-1 years,₹10-15 LPA
Data Analyst,AlgoGenie,Hyderabad,2-4 years,₹8-12 LPA
Full Stack Developer,Innova Labs,Bangalore,2-4 years,₹10-15 LPA
UI/UX Designer,AlgoGenie,Chennai,3-5 years,₹20-30 LPA
Backend Engineer,TechVerse,Mumbai,3-5 years,₹6-10 LPA
Frontend Developer,CodeCrafters,Hyderabad,5-7 years,₹15-20 LPA
Backend Engineer,Visionary Apps,Chennai,0-1 years,₹15-20 LPA
Cloud Architect,DataSoft,Chennai,2-4 years,₹6-10 LPA
Data Scientist,ABC Tech,Pune,2-4 years,₹20-30 LPA
React Developer,Bright Future Pvt Ltd,Mumbai,5-7 years,₹15-20 LPA
AI Engineer,Reactify,Pune,5-7 years,₹6-10 LPA
Backend Engineer,Web Solutions,Chennai,7-10 years,₹10-15 LPA
Java Developer,DataSoft,Mumbai,4-6 years,₹3-5 LPA
Software Tester,Bright Future Pvt Ltd,Hyderabad,5-7 years,₹10-15 LPA
Business Analyst,TechCorp,Delhi,1-2 years,₹3-5 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Remote,5-7 years,₹10-15 LPA
DevOps Engineer,AlgoGenie,Delhi,7-10 years,₹10-15 LPA
Data Scientist,CloudWorks,Chennai,7-10 years,₹3-5 LPA
Data Scientist,NeuralNet Systems,Delhi,7-10 years,₹3-5 LPA
Full Stack Developer,DataSoft,Hyderabad,5-7 years,₹20-30 LPA
Software Tester,Innova Labs,Remote,1-2 years,₹15-20 LPA
Backend Engineer,NextGen AI,Mumbai,1-2 years,₹20-30 LPA
Java Developer,AlgoGenie,Pune,3-5 years,₹3-5 LPA
Python Developer,CloudWorks,Remote,1-2 years,₹10-15 LPA
Cloud Architect,Innova Labs,Delhi,0-1 years,₹20-30 LPA
DevOps Engineer,NeuralNet Systems,Bangalore,3-5 years,₹20-30 LPA
Python Developer,XYZ Analytics,Mumbai,4-6 years,₹20-30 LPA
Software Tester,XYZ Analytics,Pune,2-4 years,₹6-10 LPA
Data Analyst,NextGen AI,Hyderabad,3-5 years,₹4-6 LPA
Data Analyst,TechVerse,Hyderabad,4-6 years,₹15-20 LPA
Cloud Architect,Visionary Apps,Chennai,3-5 years,₹4-6 LPA
Frontend Developer,NeuralNet Systems,Hyderabad,3-5 years,₹3-5 LPA
Business Analyst,TechCorp,Hyderabad,2-4 years,₹3-5 LPA
Full Stack Developer,NextGen AI,Bangalore,2-4 years,₹4-6 LPA
Data Analyst,CloudWorks,Mumbai,5-7 years,₹3-5 LPA
Project Manager,Reactify,Mumbai,1-2 years,₹15-20 LPA
Cloud Architect,Reactify,Remote,5-7 years,₹10-15 LPA
Machine Learning Engineer,XYZ Analytics,Pune,0-1 years,₹8-12 LPA
Backend Engineer,CloudWorks,Hyderabad,5-7 years,₹8-12 LPA
UI/UX Designer,ABC Tech,Pune,5-7 years,₹3-5 LPA
Backend Engineer,CodeCrafters,Hyderabad,0-1 years,₹15-20 LPA
Python Developer,TechCorp,Chennai,4-6 years,₹3-5 LPA
AI Engineer,AlgoGenie,Pune,7-10 years,₹4-6 LPA
Project Manager,Visionary Apps,Chennai,2-4 years,₹3-5 LPA
Java Developer,CloudWorks,Hyderabad,1-2 years,₹15-20 LPA
Cloud Architect,AlgoGenie,Hyderabad,7-10 years,₹4-6 LPA
Project Manager,Reactify,Mumbai,2-4 years,₹4-6 LPA
Cloud Architect,TechVerse,Chennai,5-7 years,₹15-20 LPA
Data Analyst,Visionary Apps,Delhi,1-2 years,₹6-10 LPA
Full Stack Developer,Reactify,Mumbai,0-1 years,₹8-12 LPA
React Developer,DataSoft,Mumbai,2-4 years,₹4-6 LPA
Software Tester,AlgoGenie,Remote,4-6 years,₹4-6 LPA
Cloud Architect,Web Solutions,Mumbai,5-7 years,₹3-5 LPA
UI/UX Designer,DataSoft,Delhi,7-10 years,₹8-12 LPA
Full Stack Developer,Bright Future Pvt Ltd,Bangalore,2-4 years,₹5-8 LPA
UI/UX Designer,Innova Labs,Remote,4-6 years,₹15-20 LPA
UI/UX Designer,Innova Labs,Chennai,4-6 years,₹3-5 LPA
Frontend Developer,Visionary Apps,Bangalore,5-7 years,₹20-30 LPA
Software Tester,CloudWorks,Delhi,2-4 years,₹10-15 LPA
React Developer,NextGen AI,Delhi,4-6 years,₹10-15 LPA
Cloud Architect,XYZ Analytics,Mumbai,3-5 years,₹10-15 LPA
Python Developer,Visionary Apps,Delhi,1-2 years,₹4-6 LPA
Frontend Developer,NeuralNet Systems,Delhi,5-7 years,₹8-12 LPA
Backend Engineer,Reactify,Pune,7-10 years,₹15-20 LPA
Backend Engineer,Visionary Apps,Remote,0-1 years,₹3-5 LPA
AI Engineer,AlgoGenie,Pune,7-10 years,₹10-15 LPA
Data Analyst,Web Solutions,Pune,2-4 years,₹5-8 LPA
Cloud Architect,CloudWorks,Mumbai,0-1 years,₹15-20 LPA
Data Analyst,ABC Tech,Pune,0-1 years,₹8-12 LPA
Cloud Architect,XYZ Analytics,Mumbai,0-1 years,₹5-8 LPA
Cloud Architect,CloudWorks,Hyderabad,7-10 years,₹3-5 LPA
Business Analyst,CodeCrafters,Remote,2-4 years,₹8-12 LPA
Software Tester,ABC Tech,Delhi,5-7 years,₹15-20 LPA
Data Analyst,Web Solutions,Mumbai,7-10 years,₹15-20 LPA
Frontend Developer,AlgoGenie,Delhi,5-7 years,₹5-8 LPA
Business Analyst,Visionary Apps,Remote,4-6 years,₹15-20 LPA
Data Scientist,Web Solutions,Pune,3-5 years,₹6-10 LPA
Software Tester,DataSoft,Chennai,3-5 years,₹6-10 LPA
Java Developer,CloudWorks,Bangalore,2-4 years,₹8-12 LPA
Cloud Architect,Innova Labs,Pune,5-7 years,₹10-15 LPA
Data Scientist,TechVerse,Pune,1-2 years,₹4-6 LPA
Machine Learning Engineer,CodeCrafters,Hyderabad,0-1 years,₹4-6 LPA
Cloud Architect,Visionary Apps,Chennai,7-10 years,₹3-5 LPA
Frontend Developer,CodeCrafters,Pune,3-5 years,₹15-20 LPA
Data Analyst,TechCorp,Remote,7-10 years,₹15-20 LPA
Machine Learning Engineer,CodeCrafters,Mumbai,0-1 years,₹3-5 LPA
Java Developer,ABC Tech,Delhi,0-1 years,₹6-10 LPA
Software Tester,DataSoft,Pune,3-5 years,₹6-10 LPA
Cloud Architect,XYZ Analytics,Chennai,7-10 years,₹6-10 LPA
UI/UX Designer,TechVerse,Hyderabad,4-6 years,₹5-8 LPA
Java Developer,CodeCrafters,Chennai,0-1 years,₹4-6 LPA
Java Developer,Web Solutions,Hyderabad,7-10 years,₹3-5 LPA
Business Analyst,TechCorp,Remote,2-4 years,₹20-30 LPA
Backend Engineer,Visionary Apps,Bangalore,7-10 years,₹20-30 LPA
Data Scientist,DataSoft,Hyderabad,0-1 years,₹5-8 LPA
Project Manager,XYZ Analytics,Pune,3-5 years,₹4-6 LPA
UI/UX Designer,Innova Labs,Chennai,4-6 years,₹3-5 LPA
Business Analyst,NextGen AI,Bangalore,2-4 years,₹6-10 LPA
React Developer,CodeCrafters,Hyderabad,3-5 years,₹4-6 LPA
Full Stack Developer,CodeCrafters,Pune,3-5 years,₹10-15 LPA
Business Analyst,TechVerse,Bangalore,5-7 years,₹3-5 LPA
Frontend Developer,TechCorp,Mumbai,0-1 years,₹20-30 LPA
Data Analyst,Visionary Apps,Bangalore,3-5 years,₹15-20 LPA
Cloud Architect,Reactify,Delhi,4-6 years,₹8-12 LPA
Data Scientist,ABC Tech,Remote,5-7 years,₹4-6 LPA
Data Analyst,Reactify,Delhi,3-5 years,₹15-20 LPA
Frontend Developer,NeuralNet Systems,Hyderabad,5-7 years,₹15-20 LPA
React Developer,TechCorp,Chennai,2-4 years,₹3-5 LPA
Full Stack Developer,NeuralNet Systems,Remote,7-10 years,₹5-8 LPA
Cloud Architect,Web Solutions,Pune,2-4 years,₹6-10 LPA
UI/UX Designer,TechVerse,Delhi,3-5 years,₹8-12 LPA
Data Analyst,TechCorp,Delhi,1-2 years,₹4-6 LPA
Project Manager,TechCorp,Delhi,4-6 years,₹10-15 LPA
Data Analyst,Web Solutions,Mumbai,7-10 years,₹20-30 LPA
React Developer,Innova Labs,Chennai,7-10 years,₹20-30 LPA
Cloud Architect,Reactify,Mumbai,2-4 years,₹3-5 LPA
Python Developer,Innova Labs,Mumbai,4-6 years,₹20-30 LPA
Data Scientist,DataSoft,Delhi,1-2 years,₹15-20 LPA
Machine Learning Engineer,AlgoGenie,Bangalore,4-6 years,₹15-20 LPA
Java Developer,DataSoft,Hyderabad,4-6 years,₹20-30 LPA
Project Manager,AlgoGenie,Bangalore,7-10 years,₹6-10 LPA
Business Analyst,CodeCrafters,Delhi,2-4 years,₹8-12 LPA
Software Tester,Bright Future Pvt Ltd,Delhi,2-4 years,₹20-30 LPA
Machine Learning Engineer,AlgoGenie,Delhi,0-1 years,₹15-20 LPA
AI Engineer,AlgoGenie,Bangalore,7-10 years,₹3-5 LPA
Cloud Architect,Web Solutions,Delhi,3-5 years,₹20-30 LPA
Full Stack Developer,NextGen AI,Bangalore,5-7 years,₹15-20 LPA
Machine Learning Engineer,Visionary Apps,Chennai,0-1 years,₹5-8 LPA
Frontend Developer,CodeCrafters,Remote,5-7 years,₹5-8 LPA
Full Stack Developer,Visionary Apps,Chennai,3-5 years,₹15-20 LPA
Project Manager,AlgoGenie,Remote,7-10 years,₹20-30 LPA
Data Analyst,Reactify,Chennai,7-10 years,₹15-20 LPA
Python Developer,CodeCrafters,Remote,2-4 years,₹20-30 LPA
Project Manager,Web Solutions,Remote,3-5 years,₹3-5 LPA
Business Analyst,Web Solutions,Pune,4-6 years,₹3-5 LPA
Python Developer,Innova Labs,Pune,1-2 years,₹6-10 LPA
Business Analyst,ABC Tech,Delhi,2-4 years,₹4-6 LPA
Data Analyst,Reactify,Delhi,4-6 years,₹4-6 LPA
React Developer,DataSoft,Delhi,7-10 years,₹6-10 LPA
Frontend Developer,Innova Labs,Remote,4-6 years,₹10-15 LPA
Project Manager,TechVerse,Delhi,0-1 years,₹8-12 LPA
Project Manager,NeuralNet Systems,Hyderabad,7-10 years,₹4-6 LPA
Software Tester,CodeCrafters,Hyderabad,1-2 years,₹15-20 LPA
DevOps Engineer,AlgoGenie,Pune,0-1 years,₹6-10 LPA
Python Developer,Innova Labs,Mumbai,1-2 years,₹4-6 LPA
Java Developer,Innova Labs,Pune,3-5 years,₹4-6 LPA
Data Analyst,XYZ Analytics,Chennai,5-7 years,₹6-10 LPA
