Job Title,Company Name,Location,Experience,Salary
Machine Learning Engineer,CloudWorks,Chennai,5-7 years,₹8-12 LPA
Software Tester,Bright Future Pvt Ltd,Chennai,4-6 years,₹5-8 LPA
Business Analyst,Bright Future Pvt Ltd,Chennai,4-6 years,₹4-6 LPA
Backend Engineer,DataSoft,Mumbai,2-4 years,₹3-5 LPA
Frontend Developer,NextGen AI,Chennai,0-1 years,₹5-8 LPA
UI/UX Designer,AlgoGenie,Bangalore,2-4 years,₹8-12 LPA
Data Scientist,Web Solutions,Pune,5-7 years,₹3-5 LPA
UI/UX Designer,Innova Labs,Mumbai,0-1 years,₹5-8 LPA
Frontend Developer,ABC Tech,Pune,0-1 years,₹3-5 LPA
Software Tester,Bright Future Pvt Ltd,Delhi,4-6 years,₹10-15 LPA
Backend Engineer,TechVerse,Delhi,0-1 years,₹4-6 LPA
UI/UX Designer,XYZ Analytics,Chennai,4-6 years,₹4-6 LPA
Machine Learning Engineer,TechVerse,Bangalore,1-2 years,₹20-30 LPA
Data Analyst,Visionary Apps,Delhi,3-5 years,₹4-6 LPA
Full Stack Developer,Visionary Apps,Mumbai,7-10 years,₹8-12 LPA
Machine Learning Engineer,TechCorp,Bangalore,2-4 years,₹5-8 LPA
Java Developer,NeuralNet Systems,Delhi,5-7 years,₹6-10 LPA
Full Stack Developer,NeuralNet Systems,Pune,3-5 years,₹4-6 LPA
React Developer,NextGen AI,Hyderabad,5-7 years,₹20-30 LPA
Java Developer,NeuralNet Systems,Chennai,1-2 years,₹8-12 LPA
Software Tester,DataSoft,Bangalore,5-7 years,₹3-5 LPA
Software Tester,Reactify,Remote,4-6 years,₹20-30 LPA
DevOps Engineer,TechVerse,Bangalore,4-6 years,₹8-12 LPA
Cloud Architect,CodeCrafters,Hyderabad,2-4 years,₹15-20 LPA
AI Engineer,DataSoft,Chennai,4-6 years,₹3-5 LPA
Business Analyst,Web Solutions,Delhi,7-10 years,₹5-8 LPA
Frontend Developer,TechCorp,Bangalore,0-1 years,₹3-5 LPA
Business Analyst,TechVerse,Hyderabad,7-10 years,₹6-10 LPA
Java Developer,NextGen AI,Mumbai,0-1 years,₹20-30 LPA
Java Developer,NeuralNet Systems,Remote,1-2 years,₹15-20 LPA
Cloud Architect,AlgoGenie,Bangalore,3-5 years,₹4-6 LPA
DevOps Engineer,TechCorp,Mumbai,4-6 years,₹20-30 LPA
React Developer,NeuralNet Systems,Mumbai,1-2 years,₹5-8 LPA
Java Developer,XYZ Analytics,Mumbai,2-4 years,₹6-10 LPA
Full Stack Developer,CloudWorks,Delhi,2-4 years,₹20-30 LPA
Full Stack Developer,CodeCrafters,Pune,3-5 years,₹20-30 LPA
Frontend Developer,TechVerse,Chennai,0-1 years,₹6-10 LPA
Business Analyst,Visionary Apps,Bangalore,0-1 years,₹6-10 LPA
Data Analyst,Visionary Apps,Bangalore,7-10 years,₹5-8 LPA
React Developer,TechCorp,Hyderabad,7-10 years,₹4-6 LPA
React Developer,AlgoGenie,Remote,1-2 years,₹5-8 LPA
Python Developer,XYZ Analytics,Pune,0-1 years,₹5-8 LPA
UI/UX Designer,Reactify,Mumbai,1-2 years,₹5-8 LPA
Backend Engineer,NextGen AI,Chennai,3-5 years,₹10-15 LPA
Project Manager,Innova Labs,Delhi,3-5 years,₹6-10 LPA
UI/UX Designer,Reactify,Remote,0-1 years,₹15-20 LPA
Backend Engineer,TechCorp,Chennai,5-7 years,₹20-30 LPA
DevOps Engineer,Reactify,Mumbai,1-2 years,₹15-20 LPA
Full Stack Developer,TechCorp,Hyderabad,5-7 years,₹10-15 LPA
DevOps Engineer,TechVerse,Bangalore,3-5 years,₹5-8 LPA
Full Stack Developer,DataSoft,Remote,1-2 years,₹15-20 LPA
AI Engineer,TechVerse,Pune,4-6 years,₹6-10 LPA
AI Engineer,XYZ Analytics,Bangalore,4-6 years,₹6-10 LPA
Java Developer,XYZ Analytics,Delhi,4-6 years,₹5-8 LPA
Backend Engineer,Web Solutions,Remote,5-7 years,₹4-6 LPA
Java Developer,ABC Tech,Chennai,1-2 years,₹6-10 LPA
Data Analyst,TechVerse,Bangalore,1-2 years,₹10-15 LPA
Data Scientist,CodeCrafters,Bangalore,1-2 years,₹10-15 LPA
Data Scientist,Innova Labs,Chennai,2-4 years,₹10-15 LPA
Data Scientist,CodeCrafters,Pune,5-7 years,₹3-5 LPA
UI/UX Designer,NextGen AI,Bangalore,3-5 years,₹5-8 LPA
Python Developer,CodeCrafters,Remote,4-6 years,₹6-10 LPA
Business Analyst,TechCorp,Delhi,0-1 years,₹8-12 LPA
Java Developer,DataSoft,Delhi,2-4 years,₹20-30 LPA
Data Scientist,TechVerse,Pune,4-6 years,₹8-12 LPA
DevOps Engineer,TechVerse,Bangalore,4-6 years,₹20-30 LPA
Java Developer,TechCorp,Bangalore,0-1 years,₹8-12 LPA
Software Tester,Bright Future Pvt Ltd,Delhi,0-1 years,₹4-6 LPA
Java Developer,AlgoGenie,Bangalore,2-4 years,₹20-30 LPA
Business Analyst,Web Solutions,Hyderabad,4-6 years,₹10-15 LPA
DevOps Engineer,Reactify,Delhi,3-5 years,₹3-5 LPA
Cloud Architect,TechVerse,Mumbai,0-1 years,₹20-30 LPA
Machine Learning Engineer,ABC Tech,Pune,1-2 years,₹6-10 LPA
Cloud Architect,CloudWorks,Pune,0-1 years,₹15-20 LPA
Data Scientist,Web Solutions,Chennai,4-6 years,₹5-8 LPA
Python Developer,Innova Labs,Remote,0-1 years,₹20-30 LPA
Full Stack Developer,TechVerse,Bangalore,4-6 years,₹10-15 LPA
AI Engineer,CloudWorks,Chennai,5-7 years,₹15-20 LPA
Data Analyst,NextGen AI,Remote,4-6 years,₹3-5 LPA
Full Stack Developer,Innova Labs,Hyderabad,5-7 years,₹4-6 LPA
Cloud Architect,Reactify,Hyderabad,0-1 years,₹5-8 LPA
Cloud Architect,TechCorp,Bangalore,3-5 years,₹10-15 LPA
Data Scientist,XYZ Analytics,Chennai,5-7 years,₹3-5 LPA
Python Developer,Bright Future Pvt Ltd,Delhi,4-6 years,₹6-10 LPA
Machine Learning Engineer,NeuralNet Systems,Bangalore,3-5 years,₹6-10 LPA
Backend Engineer,Innova Labs,Delhi,4-6 years,₹10-15 LPA
Software Tester,XYZ Analytics,Bangalore,5-7 years,₹3-5 LPA
Java Developer,DataSoft,Hyderabad,2-4 years,₹5-8 LPA
Java Developer,Bright Future Pvt Ltd,Delhi,0-1 years,₹20-30 LPA
Project Manager,AlgoGenie,Delhi,2-4 years,₹5-8 LPA
Backend Engineer,DataSoft,Pune,2-4 years,₹5-8 LPA
Machine Learning Engineer,TechCorp,Bangalore,1-2 years,₹5-8 LPA
Data Scientist,XYZ Analytics,Mumbai,3-5 years,₹5-8 LPA
Python Developer,XYZ Analytics,Hyderabad,3-5 years,₹10-15 LPA
Java Developer,Bright Future Pvt Ltd,Remote,7-10 years,₹15-20 LPA
Frontend Developer,XYZ Analytics,Remote,3-5 years,₹6-10 LPA
Frontend Developer,XYZ Analytics,Pune,7-10 years,₹8-12 LPA
Java Developer,CloudWorks,Bangalore,7-10 years,₹20-30 LPA
Project Manager,NextGen AI,Mumbai,5-7 years,₹6-10 LPA
Full Stack Developer,CodeCrafters,Mumbai,1-2 years,₹20-30 LPA
AI Engineer,Bright Future Pvt Ltd,Chennai,4-6 years,₹4-6 LPA
AI Engineer,Innova Labs,Delhi,4-6 years,₹6-10 LPA
Data Scientist,CodeCrafters,Mumbai,3-5 years,₹5-8 LPA
Data Scientist,DataSoft,Bangalore,5-7 years,₹15-20 LPA
AI Engineer,CodeCrafters,Chennai,0-1 years,₹3-5 LPA
Business Analyst,Reactify,Remote,3-5 years,₹8-12 LPA
Machine Learning Engineer,AlgoGenie,Bangalore,4-6 years,₹5-8 LPA
Python Developer,Reactify,Chennai,5-7 years,₹4-6 LPA
Backend Engineer,DataSoft,Hyderabad,3-5 years,₹15-20 LPA
Machine Learning Engineer,ABC Tech,Pune,0-1 years,₹5-8 LPA
Data Scientist,AlgoGenie,Delhi,2-4 years,₹5-8 LPA
Data Scientist,NeuralNet Systems,Hyderabad,4-6 years,₹20-30 LPA
DevOps Engineer,Visionary Apps,Remote,4-6 years,₹10-15 LPA
Project Manager,CodeCrafters,Bangalore,2-4 years,₹10-15 LPA
AI Engineer,ABC Tech,Delhi,4-6 years,₹15-20 LPA
Backend Engineer,ABC Tech,Remote,7-10 years,₹10-15 LPA
Full Stack Developer,ABC Tech,Hyderabad,7-10 years,₹3-5 LPA
Data Scientist,ABC Tech,Delhi,7-10 years,₹8-12 LPA
Software Tester,CodeCrafters,Hyderabad,5-7 years,₹10-15 LPA
Full Stack Developer,AlgoGenie,Pune,4-6 years,₹15-20 LPA
Data Scientist,ABC Tech,Chennai,3-5 years,₹20-30 LPA
DevOps Engineer,NeuralNet Systems,Mumbai,5-7 years,₹8-12 LPA
Backend Engineer,DataSoft,Bangalore,1-2 years,₹20-30 LPA
Backend Engineer,CloudWorks,Chennai,4-6 years,₹3-5 LPA
UI/UX Designer,Innova Labs,Bangalore,1-2 years,₹10-15 LPA
Java Developer,Visionary Apps,Remote,2-4 years,₹20-30 LPA
Data Analyst,Web Solutions,Delhi,5-7 years,₹10-15 LPA
Business Analyst,AlgoGenie,Pune,4-6 years,₹5-8 LPA
Business Analyst,Web Solutions,Delhi,3-5 years,₹10-15 LPA
Data Scientist,TechVerse,Remote,7-10 years,₹20-30 LPA
Python Developer,AlgoGenie,Mumbai,2-4 years,₹8-12 LPA
DevOps Engineer,NextGen AI,Remote,7-10 years,₹3-5 LPA
Python Developer,TechCorp,Delhi,4-6 years,₹8-12 LPA
Python Developer,Innova Labs,Remote,0-1 years,₹6-10 LPA
Frontend Developer,Reactify,Delhi,1-2 years,₹20-30 LPA
Project Manager,Bright Future Pvt Ltd,Bangalore,4-6 years,₹6-10 LPA
Full Stack Developer,NeuralNet Systems,Delhi,5-7 years,₹8-12 LPA
Business Analyst,TechCorp,Remote,1-2 years,₹10-15 LPA
Software Tester,TechVerse,Mumbai,5-7 years,₹8-12 LPA
Java Developer,Reactify,Pune,4-6 years,₹20-30 LPA
UI/UX Designer,Visionary Apps,Pune,5-7 years,₹8-12 LPA
Data Analyst,Innova Labs,Mumbai,7-10 years,₹8-12 LPA
Backend Engineer,CloudWorks,Delhi,5-7 years,₹10-15 LPA
Software Tester,XYZ Analytics,Remote,2-4 years,₹4-6 LPA
Software Tester,DataSoft,Mumbai,7-10 years,₹5-8 LPA
Cloud Architect,AlgoGenie,Mumbai,1-2 years,₹15-20 LPA
Frontend Developer,AlgoGenie,Chennai,0-1 years,₹8-12 LPA
Data Analyst,Innova Labs,Mumbai,3-5 years,₹5-8 LPA
Cloud Architect,Bright Future Pvt Ltd,Chennai,3-5 years,₹8-12 LPA
Software Tester,Bright Future Pvt Ltd,Remote,5-7 years,₹8-12 LPA
Data Analyst,TechCorp,Mumbai,5-7 years,₹3-5 LPA
Frontend Developer,CodeCrafters,Bangalore,4-6 years,₹8-12 LPA
React Developer,Reactify,Bangalore,2-4 years,₹10-15 LPA
Frontend Developer,DataSoft,Delhi,3-5 years,₹3-5 LPA
AI Engineer,NextGen AI,Bangalore,2-4 years,₹5-8 LPA
Frontend Developer,Web Solutions,Delhi,2-4 years,₹5-8 LPA
Data Scientist,CloudWorks,Pune,2-4 years,₹3-5 LPA
Project Manager,CloudWorks,Mumbai,2-4 years,₹10-15 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Bangalore,4-6 years,₹6-10 LPA
Java Developer,ABC Tech,Hyderabad,3-5 years,₹5-8 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Delhi,7-10 years,₹3-5 LPA
Python Developer,CloudWorks,Chennai,7-10 years,₹10-15 LPA
Python Developer,CodeCrafters,Pune,7-10 years,₹5-8 LPA
Python Developer,TechCorp,Chennai,5-7 years,₹8-12 LPA
Business Analyst,Bright Future Pvt Ltd,Remote,1-2 years,₹15-20 LPA
Project Manager,ABC Tech,Remote,3-5 years,₹20-30 LPA
Frontend Developer,CloudWorks,Delhi,1-2 years,₹20-30 LPA
Data Analyst,Innova Labs,Mumbai,5-7 years,₹6-10 LPA
DevOps Engineer,ABC Tech,Mumbai,7-10 years,₹5-8 LPA
AI Engineer,NeuralNet Systems,Bangalore,5-7 years,₹3-5 LPA
AI Engineer,NeuralNet Systems,Hyderabad,3-5 years,₹6-10 LPA
Backend Engineer,DataSoft,Mumbai,3-5 years,₹6-10 LPA
Data Analyst,CloudWorks,Delhi,2-4 years,₹5-8 LPA
React Developer,NeuralNet Systems,Pune,7-10 years,₹8-12 LPA
Python Developer,ABC Tech,Bangalore,7-10 years,₹5-8 LPA
Python Developer,TechVerse,Chennai,3-5 years,₹6-10 LPA
Data Analyst,CloudWorks,Chennai,2-4 years,₹10-15 LPA
Machine Learning Engineer,Reactify,Mumbai,7-10 years,₹10-15 LPA
Project Manager,ABC Tech,Hyderabad,1-2 years,₹6-10 LPA
Java Developer,TechVerse,Delhi,1-2 years,₹4-6 LPA
DevOps Engineer,AlgoGenie,Chennai,1-2 years,₹10-15 LPA
Java Developer,Visionary Apps,Remote,3-5 years,₹3-5 LPA
DevOps Engineer,AlgoGenie,Pune,2-4 years,₹10-15 LPA
Full Stack Developer,TechCorp,Mumbai,7-10 years,₹10-15 LPA
Python Developer,Web Solutions,Chennai,2-4 years,₹6-10 LPA
Project Manager,Visionary Apps,Pune,2-4 years,₹4-6 LPA
Data Scientist,NextGen AI,Chennai,7-10 years,₹4-6 LPA
Java Developer,ABC Tech,Hyderabad,2-4 years,₹6-10 LPA
Cloud Architect,CodeCrafters,Remote,3-5 years,₹8-12 LPA
Data Analyst,TechVerse,Remote,3-5 years,₹15-20 LPA
React Developer,TechVerse,Pune,0-1 years,₹3-5 LPA
Cloud Architect,CloudWorks,Bangalore,3-5 years,₹3-5 LPA
DevOps Engineer,Bright Future Pvt Ltd,Hyderabad,1-2 years,₹6-10 LPA
Data Analyst,ABC Tech,Pune,3-5 years,₹10-15 LPA
UI/UX Designer,NextGen AI,Chennai,1-2 years,₹20-30 LPA
DevOps Engineer,TechVerse,Remote,1-2 years,₹15-20 LPA
Machine Learning Engineer,CodeCrafters,Chennai,7-10 years,₹15-20 LPA
Cloud Architect,DataSoft,Remote,1-2 years,₹20-30 LPA
Project Manager,NeuralNet Systems,Mumbai,2-4 years,₹8-12 LPA
Machine Learning Engineer,Web Solutions,Remote,1-2 years,₹15-20 LPA
Full Stack Developer,CodeCrafters,Delhi,3-5 years,₹10-15 LPA
Data Analyst,AlgoGenie,Pune,0-1 years,₹5-8 LPA
UI/UX Designer,Reactify,Delhi,5-7 years,₹8-12 LPA
Data Analyst,Web Solutions,Pune,3-5 years,₹6-10 LPA
Data Analyst,NextGen AI,Chennai,5-7 years,₹15-20 LPA
Full Stack Developer,NeuralNet Systems,Remote,7-10 years,₹4-6 LPA
Software Tester,Visionary Apps,Chennai,5-7 years,₹20-30 LPA
Cloud Architect,Innova Labs,Pune,5-7 years,₹10-15 LPA
React Developer,TechCorp,Pune,0-1 years,₹15-20 LPA
Frontend Developer,XYZ Analytics,Bangalore,3-5 years,₹20-30 LPA
Project Manager,Reactify,Mumbai,1-2 years,₹15-20 LPA
Software Tester,AlgoGenie,Remote,3-5 years,₹15-20 LPA
Business Analyst,TechCorp,Delhi,3-5 years,₹4-6 LPA
Business Analyst,NeuralNet Systems,Mumbai,2-4 years,₹5-8 LPA
UI/UX Designer,DataSoft,Mumbai,4-6 years,₹5-8 LPA
Python Developer,NeuralNet Systems,Hyderabad,4-6 years,₹5-8 LPA
Java Developer,Innova Labs,Bangalore,2-4 years,₹10-15 LPA
Machine Learning Engineer,TechCorp,Mumbai,4-6 years,₹3-5 LPA
Data Scientist,Reactify,Delhi,3-5 years,₹5-8 LPA
Full Stack Developer,Web Solutions,Chennai,4-6 years,₹15-20 LPA
Full Stack Developer,Web Solutions,Pune,3-5 years,₹10-15 LPA
Software Tester,CodeCrafters,Hyderabad,5-7 years,₹6-10 LPA
Business Analyst,DataSoft,Mumbai,4-6 years,₹8-12 LPA
Java Developer,NeuralNet Systems,Pune,7-10 years,₹15-20 LPA
Software Tester,Web Solutions,Mumbai,2-4 years,₹3-5 LPA
Project Manager,XYZ Analytics,Delhi,4-6 years,₹4-6 LPA
Full Stack Developer,CodeCrafters,Hyderabad,2-4 years,₹5-8 LPA
Frontend Developer,AlgoGenie,Delhi,0-1 years,₹15-20 LPA
Full Stack Developer,CodeCrafters,Remote,7-10 years,₹15-20 LPA
Java Developer,TechVerse,Hyderabad,7-10 years,₹10-15 LPA
AI Engineer,Visionary Apps,Remote,1-2 years,₹20-30 LPA
Project Manager,ABC Tech,Delhi,7-10 years,₹3-5 LPA
Business Analyst,ABC Tech,Delhi,0-1 years,₹3-5 LPA
UI/UX Designer,TechVerse,Chennai,4-6 years,₹10-15 LPA
Project Manager,Web Solutions,Pune,0-1 years,₹4-6 LPA
Backend Engineer,NextGen AI,Delhi,0-1 years,₹8-12 LPA
React Developer,NextGen AI,Hyderabad,0-1 years,₹10-15 LPA
React Developer,Visionary Apps,Bangalore,1-2 years,₹10-15 LPA
Business Analyst,ABC Tech,Bangalore,7-10 years,₹8-12 LPA
Backend Engineer,TechVerse,Remote,4-6 years,₹5-8 LPA
Java Developer,CodeCrafters,Remote,4-6 years,₹6-10 LPA
AI Engineer,NeuralNet Systems,Mumbai,3-5 years,₹20-30 LPA
Business Analyst,AlgoGenie,Bangalore,1-2 years,₹20-30 LPA
Data Analyst,Innova Labs,Pune,0-1 years,₹3-5 LPA
Python Developer,CodeCrafters,Remote,5-7 years,₹10-15 LPA
UI/UX Designer,CodeCrafters,Pune,4-6 years,₹10-15 LPA
DevOps Engineer,Bright Future Pvt Ltd,Bangalore,4-6 years,₹3-5 LPA
Full Stack Developer,Reactify,Hyderabad,3-5 years,₹15-20 LPA
Software Tester,Reactify,Pune,0-1 years,₹6-10 LPA
UI/UX Designer,Reactify,Delhi,4-6 years,₹8-12 LPA
Full Stack Developer,ABC Tech,Hyderabad,7-10 years,₹10-15 LPA
React Developer,CodeCrafters,Remote,5-7 years,₹20-30 LPA
Data Analyst,Web Solutions,Mumbai,4-6 years,₹20-30 LPA
Data Analyst,Web Solutions,Chennai,7-10 years,₹3-5 LPA
UI/UX Designer,Web Solutions,Remote,0-1 years,₹3-5 LPA
Data Analyst,DataSoft,Delhi,7-10 years,₹15-20 LPA
Software Tester,Bright Future Pvt Ltd,Delhi,4-6 years,₹4-6 LPA
AI Engineer,XYZ Analytics,Remote,0-1 years,₹10-15 LPA
Java Developer,NextGen AI,Bangalore,0-1 years,₹15-20 LPA
AI Engineer,NeuralNet Systems,Pune,7-10 years,₹6-10 LPA
Data Scientist,DataSoft,Delhi,4-6 years,₹8-12 LPA
Data Analyst,DataSoft,Pune,3-5 years,₹6-10 LPA
Java Developer,CodeCrafters,Delhi,0-1 years,₹5-8 LPA
Data Analyst,Web Solutions,Delhi,4-6 years,₹5-8 LPA
Cloud Architect,NextGen AI,Delhi,7-10 years,₹5-8 LPA
Frontend Developer,TechCorp,Bangalore,3-5 years,₹6-10 LPA
Machine Learning Engineer,Reactify,Mumbai,0-1 years,₹10-15 LPA
Backend Engineer,NextGen AI,Remote,3-5 years,₹4-6 LPA
Python Developer,CodeCrafters,Remote,0-1 years,₹6-10 LPA
Backend Engineer,Reactify,Remote,2-4 years,₹20-30 LPA
Machine Learning Engineer,Reactify,Bangalore,3-5 years,₹20-30 LPA
Project Manager,NeuralNet Systems,Delhi,0-1 years,₹4-6 LPA
Cloud Architect,AlgoGenie,Mumbai,1-2 years,₹5-8 LPA
Java Developer,Innova Labs,Bangalore,5-7 years,₹15-20 LPA
UI/UX Designer,CodeCrafters,Hyderabad,7-10 years,₹10-15 LPA
Full Stack Developer,NextGen AI,Delhi,0-1 years,₹10-15 LPA
AI Engineer,Bright Future Pvt Ltd,Bangalore,7-10 years,₹3-5 LPA
DevOps Engineer,CodeCrafters,Hyderabad,1-2 years,₹4-6 LPA
DevOps Engineer,NextGen AI,Chennai,3-5 years,₹6-10 LPA
React Developer,XYZ Analytics,Pune,7-10 years,₹15-20 LPA
Software Tester,NextGen AI,Mumbai,3-5 years,₹3-5 LPA
DevOps Engineer,NeuralNet Systems,Mumbai,0-1 years,₹15-20 LPA
Full Stack Developer,CloudWorks,Chennai,4-6 years,₹10-15 LPA
Cloud Architect,TechVerse,Delhi,1-2 years,₹3-5 LPA
Project Manager,Bright Future Pvt Ltd,Remote,7-10 years,₹3-5 LPA
Frontend Developer,Innova Labs,Remote,2-4 years,₹15-20 LPA
Data Analyst,TechVerse,Bangalore,7-10 years,₹15-20 LPA
React Developer,Bright Future Pvt Ltd,Mumbai,1-2 years,₹20-30 LPA
Frontend Developer,DataSoft,Chennai,3-5 years,₹3-5 LPA
React Developer,CloudWorks,Chennai,1-2 years,₹4-6 LPA
Backend Engineer,CodeCrafters,Remote,0-1 years,₹4-6 LPA
AI Engineer,TechCorp,Delhi,7-10 years,₹3-5 LPA
Data Analyst,ABC Tech,Mumbai,0-1 years,₹15-20 LPA
React Developer,Innova Labs,Hyderabad,5-7 years,₹6-10 LPA
Backend Engineer,CloudWorks,Hyderabad,1-2 years,₹8-12 LPA
Software Tester,TechVerse,Mumbai,0-1 years,₹5-8 LPA
Machine Learning Engineer,XYZ Analytics,Remote,1-2 years,₹10-15 LPA
Python Developer,Reactify,Pune,4-6 years,₹20-30 LPA
Full Stack Developer,Reactify,Delhi,5-7 years,₹6-10 LPA
Business Analyst,Reactify,Pune,2-4 years,₹3-5 LPA
AI Engineer,Reactify,Mumbai,2-4 years,₹4-6 LPA
