Job Title,Company Name,Location,Experience,Salary
Project Manager,XYZ Analytics,Bangalore,4-6 years,₹3-5 LPA
Backend Engineer,CodeCrafters,Remote,1-2 years,₹6-10 LPA
AI Engineer,Visionary Apps,Remote,2-4 years,₹8-12 LPA
DevOps Engineer,ABC Tech,Bangalore,1-2 years,₹3-5 LPA
Python Developer,AlgoGenie,Bangalore,7-10 years,₹6-10 LPA
Machine Learning Engineer,AlgoGenie,Pune,7-10 years,₹10-15 LPA
UI/UX Designer,CodeCrafters,Delhi,1-2 years,₹15-20 LPA
Full Stack Developer,ABC Tech,Remote,7-10 years,₹15-20 LPA
Project Manager,Innova Labs,Hyderabad,0-1 years,₹4-6 LPA
AI Engineer,TechCorp,Remote,4-6 years,₹5-8 LPA
Cloud Architect,Visionary Apps,Delhi,7-10 years,₹6-10 LPA
Java Developer,Web Solutions,Bangalore,3-5 years,₹20-30 LPA
Cloud Architect,Web Solutions,Mumbai,2-4 years,₹20-30 LPA
Software Tester,Innova Labs,Bangalore,3-5 years,₹8-12 LPA
UI/UX Designer,ABC Tech,Remote,5-7 years,₹5-8 LPA
Java Developer,Innova Labs,Delhi,2-4 years,₹15-20 LPA
Project Manager,NeuralNet Systems,Pune,3-5 years,₹6-10 LPA
React Developer,Reactify,Mumbai,5-7 years,₹15-20 LPA
AI Engineer,AlgoGenie,Mumbai,7-10 years,₹10-15 LPA
Machine Learning Engineer,ABC Tech,Remote,2-4 years,₹8-12 LPA
Full Stack Developer,NeuralNet Systems,Hyderabad,1-2 years,₹3-5 LPA
Full Stack Developer,CloudWorks,Delhi,3-5 years,₹20-30 LPA
Cloud Architect,CloudWorks,Pune,0-1 years,₹8-12 LPA
Business Analyst,TechCorp,Bangalore,0-1 years,₹8-12 LPA
Java Developer,XYZ Analytics,Delhi,1-2 years,₹20-30 LPA
Machine Learning Engineer,DataSoft,Chennai,5-7 years,₹10-15 LPA
Full Stack Developer,Innova Labs,Mumbai,7-10 years,₹6-10 LPA
Software Tester,XYZ Analytics,Bangalore,3-5 years,₹20-30 LPA
Data Analyst,Visionary Apps,Hyderabad,2-4 years,₹20-30 LPA
Java Developer,Reactify,Hyderabad,0-1 years,₹4-6 LPA
Data Analyst,Visionary Apps,Delhi,0-1 years,₹5-8 LPA
Software Tester,CloudWorks,Delhi,0-1 years,₹6-10 LPA
DevOps Engineer,TechCorp,Mumbai,5-7 years,₹6-10 LPA
Backend Engineer,Web Solutions,Chennai,1-2 years,₹15-20 LPA
AI Engineer,NextGen AI,Chennai,1-2 years,₹6-10 LPA
Machine Learning Engineer,XYZ Analytics,Bangalore,5-7 years,₹4-6 LPA
Machine Learning Engineer,AlgoGenie,Bangalore,4-6 years,₹20-30 LPA
Frontend Developer,Web Solutions,Pune,5-7 years,₹10-15 LPA
Backend Engineer,TechVerse,Bangalore,4-6 years,₹4-6 LPA
Data Analyst,TechVerse,Delhi,4-6 years,₹3-5 LPA
UI/UX Designer,XYZ Analytics,Chennai,0-1 years,₹6-10 LPA
Full Stack Developer,Innova Labs,Bangalore,1-2 years,₹5-8 LPA
Cloud Architect,Reactify,Chennai,1-2 years,₹10-15 LPA
Full Stack Developer,Reactify,Remote,7-10 years,₹15-20 LPA
DevOps Engineer,NeuralNet Systems,Chennai,4-6 years,₹3-5 LPA
Full Stack Developer,DataSoft,Mumbai,4-6 years,₹4-6 LPA
Full Stack Developer,TechCorp,Pune,2-4 years,₹5-8 LPA
Cloud Architect,Reactify,Bangalore,4-6 years,₹3-5 LPA
Data Scientist,AlgoGenie,Pune,2-4 years,₹5-8 LPA
Python Developer,CloudWorks,Mumbai,7-10 years,₹3-5 LPA
Business Analyst,NextGen AI,Chennai,0-1 years,₹20-30 LPA
Java Developer,ABC Tech,Bangalore,2-4 years,₹5-8 LPA
Full Stack Developer,CloudWorks,Hyderabad,5-7 years,₹4-6 LPA
AI Engineer,NextGen AI,Delhi,3-5 years,₹3-5 LPA
Backend Engineer,Web Solutions,Bangalore,4-6 years,₹4-6 LPA
Data Analyst,TechCorp,Remote,1-2 years,₹15-20 LPA
Cloud Architect,Web Solutions,Pune,1-2 years,₹6-10 LPA
Data Scientist,DataSoft,Bangalore,0-1 years,₹20-30 LPA
Business Analyst,XYZ Analytics,Bangalore,7-10 years,₹4-6 LPA
UI/UX Designer,AlgoGenie,Chennai,3-5 years,₹6-10 LPA
AI Engineer,XYZ Analytics,Chennai,4-6 years,₹10-15 LPA
Java Developer,Bright Future Pvt Ltd,Pune,1-2 years,₹20-30 LPA
Backend Engineer,Web Solutions,Bangalore,2-4 years,₹10-15 LPA
Project Manager,Innova Labs,Hyderabad,4-6 years,₹10-15 LPA
Data Analyst,ABC Tech,Remote,7-10 years,₹10-15 LPA
React Developer,NextGen AI,Pune,2-4 years,₹10-15 LPA
React Developer,NeuralNet Systems,Pune,0-1 years,₹5-8 LPA
Backend Engineer,XYZ Analytics,Remote,5-7 years,₹10-15 LPA
Backend Engineer,DataSoft,Chennai,3-5 years,₹20-30 LPA
UI/UX Designer,Web Solutions,Bangalore,0-1 years,₹6-10 LPA
Project Manager,Visionary Apps,Pune,4-6 years,₹8-12 LPA
Python Developer,NextGen AI,Mumbai,7-10 years,₹8-12 LPA
React Developer,TechCorp,Pune,4-6 years,₹15-20 LPA
Data Scientist,Reactify,Chennai,5-7 years,₹3-5 LPA
Project Manager,CodeCrafters,Chennai,1-2 years,₹10-15 LPA
Business Analyst,Bright Future Pvt Ltd,Hyderabad,2-4 years,₹5-8 LPA
Project Manager,NextGen AI,Bangalore,5-7 years,₹20-30 LPA
DevOps Engineer,Web Solutions,Remote,3-5 years,₹4-6 LPA
DevOps Engineer,Bright Future Pvt Ltd,Mumbai,0-1 years,₹20-30 LPA
AI Engineer,TechVerse,Chennai,5-7 years,₹4-6 LPA
Backend Engineer,TechVerse,Chennai,2-4 years,₹4-6 LPA
Machine Learning Engineer,AlgoGenie,Pune,3-5 years,₹20-30 LPA
DevOps Engineer,DataSoft,Delhi,3-5 years,₹8-12 LPA
DevOps Engineer,Innova Labs,Chennai,5-7 years,₹10-15 LPA
Full Stack Developer,Innova Labs,Bangalore,2-4 years,₹15-20 LPA
Project Manager,ABC Tech,Mumbai,0-1 years,₹10-15 LPA
Frontend Developer,Bright Future Pvt Ltd,Mumbai,1-2 years,₹8-12 LPA
Data Scientist,TechVerse,Remote,2-4 years,₹6-10 LPA
Machine Learning Engineer,Innova Labs,Pune,1-2 years,₹3-5 LPA
UI/UX Designer,NextGen AI,Hyderabad,1-2 years,₹6-10 LPA
UI/UX Designer,CloudWorks,Remote,3-5 years,₹20-30 LPA
Machine Learning Engineer,XYZ Analytics,Chennai,0-1 years,₹15-20 LPA
DevOps Engineer,XYZ Analytics,Mumbai,2-4 years,₹10-15 LPA
Java Developer,NeuralNet Systems,Remote,1-2 years,₹4-6 LPA
React Developer,ABC Tech,Delhi,2-4 years,₹10-15 LPA
Full Stack Developer,DataSoft,Bangalore,2-4 years,₹4-6 LPA
Business Analyst,NextGen AI,Hyderabad,5-7 years,₹4-6 LPA
Software Tester,Visionary Apps,Remote,5-7 years,₹5-8 LPA
UI/UX Designer,Innova Labs,Remote,4-6 years,₹8-12 LPA
UI/UX Designer,Bright Future Pvt Ltd,Mumbai,5-7 years,₹3-5 LPA
Cloud Architect,DataSoft,Delhi,4-6 years,₹4-6 LPA
Python Developer,Innova Labs,Hyderabad,7-10 years,₹10-15 LPA
Backend Engineer,ABC Tech,Hyderabad,5-7 years,₹6-10 LPA
Project Manager,Visionary Apps,Hyderabad,3-5 years,₹4-6 LPA
Data Scientist,AlgoGenie,Bangalore,2-4 years,₹4-6 LPA
Full Stack Developer,AlgoGenie,Bangalore,2-4 years,₹15-20 LPA
DevOps Engineer,ABC Tech,Remote,7-10 years,₹20-30 LPA
Software Tester,TechCorp,Hyderabad,3-5 years,₹8-12 LPA
Business Analyst,Visionary Apps,Hyderabad,5-7 years,₹10-15 LPA
DevOps Engineer,Reactify,Mumbai,2-4 years,₹3-5 LPA
Data Scientist,Bright Future Pvt Ltd,Pune,2-4 years,₹3-5 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Delhi,3-5 years,₹4-6 LPA
Project Manager,XYZ Analytics,Remote,3-5 years,₹5-8 LPA
UI/UX Designer,ABC Tech,Remote,0-1 years,₹3-5 LPA
Java Developer,XYZ Analytics,Delhi,7-10 years,₹15-20 LPA
Project Manager,CodeCrafters,Chennai,3-5 years,₹4-6 LPA
Data Analyst,TechVerse,Delhi,7-10 years,₹15-20 LPA
Java Developer,Innova Labs,Mumbai,2-4 years,₹10-15 LPA
Software Tester,Web Solutions,Bangalore,7-10 years,₹4-6 LPA
UI/UX Designer,Visionary Apps,Remote,0-1 years,₹15-20 LPA
Data Analyst,CloudWorks,Remote,7-10 years,₹8-12 LPA
Project Manager,AlgoGenie,Hyderabad,4-6 years,₹8-12 LPA
Python Developer,ABC Tech,Bangalore,1-2 years,₹4-6 LPA
Data Scientist,DataSoft,Mumbai,7-10 years,₹6-10 LPA
Frontend Developer,CloudWorks,Pune,1-2 years,₹8-12 LPA
Software Tester,CloudWorks,Mumbai,2-4 years,₹8-12 LPA
Machine Learning Engineer,Visionary Apps,Chennai,2-4 years,₹20-30 LPA
Full Stack Developer,TechCorp,Mumbai,4-6 years,₹10-15 LPA
Backend Engineer,AlgoGenie,Mumbai,0-1 years,₹4-6 LPA
Project Manager,TechCorp,Remote,4-6 years,₹3-5 LPA
Software Tester,NextGen AI,Delhi,1-2 years,₹4-6 LPA
Frontend Developer,ABC Tech,Pune,1-2 years,₹8-12 LPA
Backend Engineer,TechVerse,Mumbai,4-6 years,₹5-8 LPA
AI Engineer,Bright Future Pvt Ltd,Pune,1-2 years,₹20-30 LPA
Java Developer,CloudWorks,Chennai,4-6 years,₹6-10 LPA
Backend Engineer,CloudWorks,Chennai,2-4 years,₹10-15 LPA
Business Analyst,Web Solutions,Hyderabad,2-4 years,₹5-8 LPA
DevOps Engineer,XYZ Analytics,Remote,1-2 years,₹3-5 LPA
Data Analyst,NeuralNet Systems,Bangalore,7-10 years,₹5-8 LPA
React Developer,Innova Labs,Remote,7-10 years,₹6-10 LPA
Data Scientist,Bright Future Pvt Ltd,Mumbai,4-6 years,₹20-30 LPA
Full Stack Developer,TechVerse,Delhi,3-5 years,₹3-5 LPA
Frontend Developer,NextGen AI,Chennai,3-5 years,₹3-5 LPA
Business Analyst,Bright Future Pvt Ltd,Mumbai,5-7 years,₹20-30 LPA
Data Analyst,TechCorp,Bangalore,0-1 years,₹8-12 LPA
DevOps Engineer,ABC Tech,Remote,2-4 years,₹15-20 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Mumbai,2-4 years,₹4-6 LPA
Data Scientist,XYZ Analytics,Remote,3-5 years,₹8-12 LPA
Business Analyst,TechVerse,Delhi,0-1 years,₹4-6 LPA
DevOps Engineer,NextGen AI,Bangalore,0-1 years,₹4-6 LPA
Data Analyst,Web Solutions,Chennai,1-2 years,₹3-5 LPA
Backend Engineer,ABC Tech,Delhi,2-4 years,₹3-5 LPA
DevOps Engineer,ABC Tech,Bangalore,3-5 years,₹4-6 LPA
Project Manager,CloudWorks,Bangalore,2-4 years,₹10-15 LPA
Backend Engineer,ABC Tech,Remote,3-5 years,₹5-8 LPA
Frontend Developer,NeuralNet Systems,Mumbai,4-6 years,₹5-8 LPA
Backend Engineer,Visionary Apps,Bangalore,7-10 years,₹3-5 LPA
Software Tester,Web Solutions,Hyderabad,7-10 years,₹8-12 LPA
Data Analyst,Innova Labs,Bangalore,2-4 years,₹15-20 LPA
Data Analyst,Web Solutions,Mumbai,2-4 years,₹4-6 LPA
Machine Learning Engineer,Web Solutions,Remote,5-7 years,₹6-10 LPA
AI Engineer,Reactify,Hyderabad,4-6 years,₹15-20 LPA
Machine Learning Engineer,AlgoGenie,Chennai,1-2 years,₹3-5 LPA
DevOps Engineer,TechVerse,Pune,7-10 years,₹15-20 LPA
UI/UX Designer,TechCorp,Delhi,2-4 years,₹5-8 LPA
AI Engineer,Reactify,Hyderabad,1-2 years,₹20-30 LPA
Data Analyst,ABC Tech,Pune,2-4 years,₹6-10 LPA
Data Scientist,CloudWorks,Chennai,0-1 years,₹5-8 LPA
Cloud Architect,CloudWorks,Delhi,5-7 years,₹5-8 LPA
Machine Learning Engineer,TechVerse,Pune,4-6 years,₹10-15 LPA
Software Tester,CloudWorks,Hyderabad,1-2 years,₹5-8 LPA
Python Developer,CodeCrafters,Remote,2-4 years,₹6-10 LPA
Python Developer,ABC Tech,Pune,1-2 years,₹20-30 LPA
AI Engineer,Web Solutions,Mumbai,4-6 years,₹20-30 LPA
Business Analyst,TechCorp,Mumbai,0-1 years,₹15-20 LPA
DevOps Engineer,TechCorp,Chennai,5-7 years,₹20-30 LPA
Software Tester,Web Solutions,Remote,0-1 years,₹6-10 LPA
Business Analyst,NeuralNet Systems,Hyderabad,3-5 years,₹5-8 LPA
React Developer,NextGen AI,Chennai,3-5 years,₹15-20 LPA
Machine Learning Engineer,Visionary Apps,Chennai,7-10 years,₹5-8 LPA
Java Developer,NextGen AI,Pune,1-2 years,₹3-5 LPA
Software Tester,AlgoGenie,Mumbai,2-4 years,₹10-15 LPA
Software Tester,Reactify,Pune,1-2 years,₹6-10 LPA
Java Developer,ABC Tech,Chennai,1-2 years,₹15-20 LPA
Cloud Architect,CloudWorks,Bangalore,3-5 years,₹15-20 LPA
Python Developer,XYZ Analytics,Delhi,7-10 years,₹5-8 LPA
Data Analyst,CodeCrafters,Bangalore,4-6 years,₹6-10 LPA
Data Analyst,Reactify,Pune,5-7 years,₹20-30 LPA
AI Engineer,Visionary Apps,Bangalore,1-2 years,₹5-8 LPA
Python Developer,TechVerse,Bangalore,7-10 years,₹20-30 LPA
Data Scientist,NextGen AI,Hyderabad,5-7 years,₹10-15 LPA
Project Manager,CloudWorks,Bangalore,5-7 years,₹6-10 LPA
Data Analyst,Visionary Apps,Mumbai,5-7 years,₹20-30 LPA
Software Tester,Web Solutions,Hyderabad,4-6 years,₹15-20 LPA
Java Developer,Visionary Apps,Mumbai,2-4 years,₹8-12 LPA
Data Scientist,CodeCrafters,Pune,1-2 years,₹10-15 LPA
Python Developer,Bright Future Pvt Ltd,Pune,7-10 years,₹4-6 LPA
React Developer,TechVerse,Hyderabad,0-1 years,₹8-12 LPA
Machine Learning Engineer,Innova Labs,Delhi,4-6 years,₹15-20 LPA
Software Tester,XYZ Analytics,Mumbai,2-4 years,₹20-30 LPA
React Developer,NeuralNet Systems,Chennai,0-1 years,₹4-6 LPA
React Developer,AlgoGenie,Bangalore,0-1 years,₹6-10 LPA
Business Analyst,CloudWorks,Pune,7-10 years,₹6-10 LPA
Frontend Developer,XYZ Analytics,Mumbai,5-7 years,₹3-5 LPA
Cloud Architect,CloudWorks,Chennai,3-5 years,₹4-6 LPA
Java Developer,TechVerse,Pune,5-7 years,₹8-12 LPA
Software Tester,XYZ Analytics,Remote,7-10 years,₹4-6 LPA
Backend Engineer,NeuralNet Systems,Hyderabad,5-7 years,₹10-15 LPA
Python Developer,TechVerse,Hyderabad,1-2 years,₹6-10 LPA
UI/UX Designer,DataSoft,Remote,5-7 years,₹20-30 LPA
Cloud Architect,CodeCrafters,Hyderabad,7-10 years,₹6-10 LPA
DevOps Engineer,NeuralNet Systems,Mumbai,0-1 years,₹4-6 LPA
Machine Learning Engineer,XYZ Analytics,Delhi,2-4 years,₹8-12 LPA
AI Engineer,XYZ Analytics,Mumbai,3-5 years,₹3-5 LPA
Backend Engineer,CodeCrafters,Delhi,7-10 years,₹20-30 LPA
Project Manager,Bright Future Pvt Ltd,Pune,7-10 years,₹3-5 LPA
Machine Learning Engineer,Bright Future Pvt Ltd,Mumbai,1-2 years,₹20-30 LPA
Business Analyst,NeuralNet Systems,Chennai,4-6 years,₹3-5 LPA
Backend Engineer,ABC Tech,Mumbai,5-7 years,₹3-5 LPA
Project Manager,ABC Tech,Pune,5-7 years,₹10-15 LPA
Java Developer,TechCorp,Hyderabad,2-4 years,₹4-6 LPA
DevOps Engineer,TechCorp,Chennai,5-7 years,₹3-5 LPA
Software Tester,CodeCrafters,Hyderabad,5-7 years,₹4-6 LPA
Data Scientist,DataSoft,Hyderabad,4-6 years,₹20-30 LPA
Software Tester,XYZ Analytics,Bangalore,4-6 years,₹6-10 LPA
Business Analyst,CloudWorks,Mumbai,7-10 years,₹20-30 LPA
Software Tester,CodeCrafters,Pune,3-5 years,₹20-30 LPA
Backend Engineer,NextGen AI,Remote,1-2 years,₹10-15 LPA
Business Analyst,Visionary Apps,Pune,4-6 years,₹15-20 LPA
Business Analyst,Bright Future Pvt Ltd,Mumbai,1-2 years,₹20-30 LPA
Business Analyst,Innova Labs,Hyderabad,3-5 years,₹15-20 LPA
Software Tester,Visionary Apps,Hyderabad,4-6 years,₹20-30 LPA
Software Tester,CloudWorks,Delhi,7-10 years,₹15-20 LPA
React Developer,Bright Future Pvt Ltd,Hyderabad,7-10 years,₹5-8 LPA
Backend Engineer,Web Solutions,Remote,5-7 years,₹4-6 LPA
Software Tester,NextGen AI,Mumbai,7-10 years,₹15-20 LPA
Full Stack Developer,Visionary Apps,Pune,1-2 years,₹5-8 LPA
Java Developer,NeuralNet Systems,Remote,5-7 years,₹4-6 LPA
AI Engineer,TechCorp,Delhi,0-1 years,₹10-15 LPA
Python Developer,Web Solutions,Hyderabad,7-10 years,₹15-20 LPA
Full Stack Developer,XYZ Analytics,Bangalore,4-6 years,₹5-8 LPA
React Developer,Innova Labs,Hyderabad,2-4 years,₹5-8 LPA
UI/UX Designer,Innova Labs,Mumbai,7-10 years,₹3-5 LPA
UI/UX Designer,NextGen AI,Remote,4-6 years,₹6-10 LPA
DevOps Engineer,Innova Labs,Bangalore,7-10 years,₹20-30 LPA
Machine Learning Engineer,NeuralNet Systems,Hyderabad,5-7 years,₹4-6 LPA
DevOps Engineer,Visionary Apps,Chennai,7-10 years,₹20-30 LPA
Full Stack Developer,AlgoGenie,Mumbai,5-7 years,₹8-12 LPA
Data Analyst,NextGen AI,Delhi,0-1 years,₹6-10 LPA
Java Developer,Reactify,Chennai,0-1 years,₹10-15 LPA
AI Engineer,NextGen AI,Chennai,5-7 years,₹5-8 LPA
Java Developer,ABC Tech,Chennai,5-7 years,₹5-8 LPA
React Developer,Visionary Apps,Delhi,1-2 years,₹6-10 LPA
Frontend Developer,Innova Labs,Pune,7-10 years,₹4-6 LPA
Java Developer,CloudWorks,Pune,1-2 years,₹3-5 LPA
Project Manager,CloudWorks,Mumbai,5-7 years,₹5-8 LPA
Business Analyst,ABC Tech,Hyderabad,7-10 years,₹20-30 LPA
Data Scientist,Innova Labs,Chennai,0-1 years,₹3-5 LPA
DevOps Engineer,Web Solutions,Bangalore,5-7 years,₹6-10 LPA
Java Developer,NextGen AI,Remote,0-1 years,₹3-5 LPA
UI/UX Designer,AlgoGenie,Hyderabad,1-2 years,₹6-10 LPA
Java Developer,ABC Tech,Mumbai,4-6 years,₹4-6 LPA
React Developer,TechCorp,Bangalore,2-4 years,₹4-6 LPA
Frontend Developer,CodeCrafters,Delhi,4-6 years,₹8-12 LPA
Business Analyst,XYZ Analytics,Pune,4-6 years,₹6-10 LPA
Backend Engineer,NextGen AI,Chennai,1-2 years,₹20-30 LPA
Machine Learning Engineer,XYZ Analytics,Delhi,1-2 years,₹3-5 LPA
Machine Learning Engineer,CloudWorks,Delhi,5-7 years,₹6-10 LPA
Python Developer,CodeCrafters,Hyderabad,7-10 years,₹5-8 LPA
Machine Learning Engineer,ABC Tech,Delhi,0-1 years,₹4-6 LPA
Full Stack Developer,Innova Labs,Bangalore,0-1 years,₹3-5 LPA
Data Scientist,NeuralNet Systems,Pune,2-4 years,₹5-8 LPA
DevOps Engineer,Bright Future Pvt Ltd,Pune,7-10 years,₹8-12 LPA
Business Analyst,NeuralNet Systems,Mumbai,0-1 years,₹10-15 LPA
Business Analyst,CloudWorks,Delhi,2-4 years,₹4-6 LPA
AI Engineer,Visionary Apps,Pune,7-10 years,₹10-15 LPA
Python Developer,Bright Future Pvt Ltd,Hyderabad,5-7 years,₹6-10 LPA
Frontend Developer,DataSoft,Pune,2-4 years,₹4-6 LPA
Cloud Architect,XYZ Analytics,Bangalore,0-1 years,₹20-30 LPA
Full Stack Developer,TechVerse,Remote,1-2 years,₹3-5 LPA
DevOps Engineer,Innova Labs,Delhi,7-10 years,₹15-20 LPA
UI/UX Designer,XYZ Analytics,Bangalore,0-1 years,₹6-10 LPA
DevOps Engineer,Reactify,Bangalore,0-1 years,₹8-12 LPA
Project Manager,NeuralNet Systems,Mumbai,2-4 years,₹4-6 LPA
Machine Learning Engineer,XYZ Analytics,Remote,2-4 years,₹4-6 LPA
Java Developer,TechCorp,Hyderabad,5-7 years,₹10-15 LPA
Full Stack Developer,Innova Labs,Hyderabad,1-2 years,₹8-12 LPA
React Developer,DataSoft,Bangalore,3-5 years,₹3-5 LPA
DevOps Engineer,Reactify,Delhi,2-4 years,₹5-8 LPA
Full Stack Developer,Web Solutions,Delhi,4-6 years,₹15-20 LPA
Backend Engineer,XYZ Analytics,Hyderabad,0-1 years,₹5-8 LPA
UI/UX Designer,AlgoGenie,Bangalore,4-6 years,₹4-6 LPA
Project Manager,TechVerse,Pune,3-5 years,₹6-10 LPA
Data Scientist,Web Solutions,Mumbai,2-4 years,₹15-20 LPA
Machine Learning Engineer,ABC Tech,Mumbai,7-10 years,₹20-30 LPA
Project Manager,TechCorp,Bangalore,3-5 years,₹10-15 LPA
UI/UX Designer,AlgoGenie,Hyderabad,7-10 years,₹15-20 LPA
Python Developer,TechCorp,Chennai,0-1 years,₹3-5 LPA
UI/UX Designer,ABC Tech,Mumbai,4-6 years,₹4-6 LPA
